+1	I am 4 weeks from delivery of my first baby and was looking for a newborn tracker. From the reviews I read this one looked like it had everything that one needs to write down and remember, so I bought it. I have not used it but I am very happy with what I saw. Hope it ends up being as useful at it looks.
+1	We found this book at a rummage sale and found it to be so useful, especially when several people are helping with the baby (ex: visiting family, etc.)  We loved it so much that I've bought another one and have almost filled that one too.  I like having the room to write things about our baby's day and development, plus use the "Notes" section to write some story, etc.  It also helps "Dad" see what has happened that day and feels more connected.  I will be buying another one soon!
+1	I have been using this baby tracker for three months and it has been very useful.  My little one had feeding issues and it was necessary to explain his habits and behavior to the pediatrician and several lactation consultants.  His feeding issues also contributed to sleep issues, which I was also able to track in the journal.  After weeks of sleep deprivation, the Dark Period, I could easily respond to the pediatrician's questions by referring to entries in the baby tracker.It's nice to look back at the Dark Period and see how far we've come.
+1	Love this book! Just finished our first one and am starting a second one.  It makes life much easier knowing my child's meal and nap times. Much easier to plan you day around baby when you can start predicting what their schedule will be for the day. Excellent for communication for when you don't have your child. Even when I'm at work, that night I know exactly how my childs day has gone just by looking at his book. Plus it makes it easier on the caregiver to learn childs patterns as well. I recommend this to all new moms! Especially during those first few weeks/months when growth spurts are common and you can't remember anything because you haven't slept much!
+1	I bought this tracker when my daughter was 4 weeks old. I was having problems remembering how much she was eating, whether she was sleeping better or not. This helped me keep track of those things and more. I could look back and see if there were any changes in her eating habits - it wasI started using it like a little journal that my daughter can see when she's older. I kept notes about her moods, what she did during the day. It even became a good tool to use with my nanny once I went back to work.
+1	Easy to track feeding, playtime, changes, naps etc.  Very helpful when nursing and even when you move on to a bottle. I work F/T so it's great to come home and peruse his day (feeding schedule, play time)  as a secondary account after talking to nanny. Would highly recommend for those Type-A personas.
+1	The layout of the hours are a little tricky but it does the job.  The print on each page is a light grey, so trying to journal diapers, bottles, meds in the middle of the night is a challenge.  It is detailed in slots to make notes and I would prefer a journal that does not take space for breast-feeding if one chooses formula only.  I could use the space to make more notes and comment on something cute that day.
+1	Please, please take this to the hospital with you- you'll thank me later. We did, but it stayed in the suitcase for 2 days because we were SO &#34;out of it&#34; dealing with my c-section,, etc. We  had been keeping notes -on loose sheets of paper- of baby's feedings and diaper output (so crucial those first few days). We were also using an iPhone app that proved more annoying than useful.  Whenever a nurse or pediatrician walked in the room, we couldn't find which paper scrap we'd written it on. Frustrating and inaccurate. Once we started using the baby tracker, we could see easily all the info in one page, quickly update it and keep us on top of things like expected time of next feeding, etc. I have continued using it and it really makes me feel organized and in control. I carry it around the house with baby, and my husband can add entries using the same format- no more trying to rely on memory to see baby's needs and patterns. Can't recommend enough!
+1	This has been my go to for my scheduling of my twins. They are four months old now and I have their care givers fill this in when they can. That way I have an idea of the schedule they are developing. I highly recommend this!
+1	While I love the app on my phone (Baby ESP) for my husband and I-- it's not realistic for someone filling in to download the app. Our parents, who frequently watch our baby, have yet to embrace the app world.So, we use this on days when we have help. It keeps track of everything the doctor will ask you. (How many poop diapers, how many pee diapers, how often are you feeding, how often is he sleeping, what's his schedule like). We usually end up entering the data when we get home so our app can tabulate everything for us in easy to read charts.I kind of like this too because it helps us to review what was going on during the day while we weren't at home.
+1	The Daycare workers were offended by the book at first but after explaining its usefulness they realized how handy it is becoming.
+1	This product is awesome. It was so helpful to keep track of feedings and diaper changes in those early, sleep-deprived days. Would definitely recommend and will likely purchase again for our next baby.
+1	This was a lifesaver especially during the first couple of months.  Being a new mom (and dad) we were exhausted and I can't imagine trying to remember when the baby was last fed, changed, etc. without something like this by our sides 24 hours a day.  It is a good size and plenty of room to write everything down that you need.  It is laid out very well and easy to read/understand when handing off care from parent to parent (or whoever).  Once this ran out I bought another type of journal and am wishing I had just bought this one again.
+1	I loved this tracker so much, I bought several more and used for the entire first year. It's a great way to see a new infants progression toward feeding and sleeping schedules. In the sleep deprived first weeks it was so helpful in keeping track of diaper count, feeding sides,  etc. Once we introduced solid foods, I could track when I offered new foods to watch for signs of intolerance.  I just purchased again for new baby's arrival. I highly recommend for new or seasoned moms.
+1	I really like these and so do my kids.  They like to roll them around as well as nesting them.  The only thing that could be improved is for there to be 5 cars.  4 is just kind of a random number to teach a young child to count to.
+1	These are such nice cars to teach little ones numbers and the stacking value.  Ours have been scooted across the floor, cat's tail, into walls, you name it and they've always come back for more.  It's just a nice change from the nesting blocks and it's fun to hear all the vehicle sounds that children make with these guys.  I'd buy them again for sure!
+1	These are a huge hit with my one year old son.  We received these cars as a gift when my son was first born.  He started taking a real interest in them when he was about seven months old and still plays with them every day.  They are simple, durable, do not require batteries, and are easy to clean.  We've traveled a lot with my son and these make terrific travel toys as they pack up easily and don't take up much space since they nest.  The smallest car rattles and is the perfect size for little hands.
+1	We bought these trucks for our 15 mo. old daughter and 4 mo. old son- We love them!  They are nesting which is fun for our daughter to look underneath the trucks to find the next one or they can stack one on top of the other to make a tower.  Perfect first trucks!  And they aren't too big- a perfect size!
+1	I was looking for something different than your typical stacking cups for my sons birthday.  His aunt got him these.  What a hit! My son can't quite stack them himself, but he knows how to nest them and sure does love knocking them down when I stack them.  They also have the function of just being play cars, which is nice.  I am amazed at how long my son will play with these!
+1	This is a wonderful toy that is fun, educational, and affordable! The cars are different colors, and each has a different number, 1 - 4, to help a child learn counting and colors. They also stack on top of each other and nest inside of each other.(The nesting feature is great for storage too). Each car has a neat fun feature for little ones to explore (e.g., the small car is also a rattle, the large fire truck's ladder moves, etc.) The cars are also very sturdy (as has been proven by my son repeatedly banging them together,) and they are easy for little hands to grab onto. At 6 months of age, my son really enjoys looking at the toys, passing them from one hand to the other, banging them together, and, of course, putting them in his mouth. I imagine this toy will remain one of my son's favorites as he learns to stack them and roll them on the floor. I would highly recommend this item.
+1	This book keeps my 2-year-old entertained for a decent amount of time, and I like that it's washable.  It has a good number/variety of activities in it, especially as compared to other similar types of books.There are some activities for babies, but I think toddlers/pre-schoolers will get the most use out of it.  My daughter has a hard time getting the snaps on/off (they require a little extra &#34;elbow grease&#34; and/or for you to hold down the fabric on the page).  There are also some &#34;older&#34; activities, like the clock, or tying a shoe.Overall, good purchase.
+1	my 3 and 4 year old love this book. we take it to church to entertain them and each week they are excited to get it out
+1	I bought this book for my almost 2 year old daughter hoping it would be a nice activity on a plane trip. It is well constructed and attractive (though I must say not as nice as the quiet book my mother sewed for me as a toddler).The activities are:Page 1: Shape matching, different colored shapes match to same shaped outlines with velcro attachments. The velcro spots are a little small and flimsy.Page 2: Clock - the hands move freely, well constructed (my daughter isn't ready to learn the time but likes moving the arrows and talking about numbers)Page 3: Buttoning flowers to same colored buttons (this is too hard for my daughter to accomplish but I have her tell me where to button it by matching colors)Page 4: Tie the shoe - wish the string were a little longer which would make the task easierPage 5: Zip up the dress - my little one likes zippers - wish it had the ability to zip completely open so she could practice matching up the ends of the zipperPage 6: Buckle the pants buckle - this one is tricky!Page 7: Snap balloons on to color matched strings - the plastic snaps take a decent amount of pressure to apply and are a little hard to accomplishPage 8: 4 different texture and color swatchesOverall I think this book will last a long time and my daughter will be able to appreciate it more as she grows older.
+1	My son loves to chew on things and is still awaiting his first tooth. His older brother had the strawberry vibrating teether but I prefer this one because it doesn't look so feminine and it is also less expensive.
+1	While I sort of wish I could change the batteries in these things instead of buying a new one when it dies (my little guy HAS to have it vibrate), this was a life saver for me when both my kids (one 4 years and one 6 months) were/are teething. And for my youngest, it's just about the only thing that works.
+1	My daughter likes this one. She especially loves the rattle at the end and the vibrating motion. I believe this is for babies that are a little more older. I gave this to her when she was 4 months since she keeps on sticking items in her mouth.
+1	Our teething little five month old girl can't really make it vibrate, but the eight month boy grandchild does.  He likes it OK.
+1	Great teething ring and toy.My 6 mth loves it, its so much fun.he loves the vibration, the little color wheel to the other end he loves to spin.something fun to bite on for his aching gum.I recommend it!
+1	The teether just arrived for my ten month old who seems to be cutting his second tooth.He's already figured out how to activate the vibration.  It is soft, yet has some ridges and bumps that he is pulling with his teeth and gums.  I think baby gives it 5 stars!!!There were contradictory reviews on whether the batteries were replaceable or not- the packing says they are NOT.  So unless whoever said they were replaceable is just handier than the rest of us, they do not appear to be replaceable.
+1	I am so glad we invested in this product....at the time the baby was teething like a feind and this was a life saver!!!
+1	A must in addition to all the teething toys. Next to Sophie the giraffe this is his favorite. I. Don't really know if the vibration massages. His gums, but he does enjoy biting into it a lot!
-1	This product sucks. My little boy LOVES to chew on things while he's teething - and he bites down hard. He was never able to bite hard enough to get this dumb thing to vibrate. Very disappointing.
+1	I got this as a shower gift but could not use it for awhile. The handle is kinda big and the chewing surface kinda wide. It also takes a lot of force to get it to vibrate and that took a while for my daugher to figure out, at first I had to hold down one of the corners for her while she chewed on the other. Once she got a little bigger it was a much better toy for her. But don't get me wrong she loved it when she was itty bitty she just needed a little help from mommy.
+1	The yellow part vibrates once little gums/teeth chomp down on it. easy to hold on to, can easily hook (Via rings or carabiner) to a diaper bag etc. Both my kids loved it while teething.
+1	I have two of these teethers and both see variable use as my little guy goes through teething spurts.In between, he actually likes sitting or kneeling on the star to get it to vibrate.But as soon as his gums start hurting, he goes straight for this toy.Also, it's a smart packaging extra to have the 'free ring' on top which clearly doubles for hanging purposes.
+1	It is somewhat difficult for my daughter to get it to vibrate, but when I help she seems to get one relief.  Cute toy snd she seems to like it even when it isn't in her mouth.
+1	Both my daughters loved this teether. It made them happier than any other product on the market, including a certain rubber giraffe.
+1	Initially, my baby was not able to cause it to vibrate on his own because he just wasn't chomping down hard enough. But now, he can do it. Now, he's able to see the cause and effect of using this. I like that. Plus, I think it feels good on his gums.
+1	At first my 7 month old could not initiate the vibrating on her own. However after only a day or two she figured it out and seems to enjoy it but still seems to prefer Sophie over anything else. Actually her favorite thing to chew on (she's just now getting her first tooth) is my little coach wallet- I guess she likes the leather or something but she is quite obsessed with it! This massaging teether does keep her busy in the car seat though.
+1	At first he was unsure about it, but now he likes to use it. I would say it's more a fun toy to chew on and not actually providing teething relief
-1	I thought this would be great for my teething baby, but the vibration freaks him out.  He wants nothing to do with it.  =(  It might be a wonderful product for other babies, though!  It appears to be well-made.
+1	Both of my kids have loved this during the teething stage.  The one complaint I have is that they have to really bite down hard to get it to vibrate so I often found myself squeezing it for them as they pulled it to their mouths
+1	Baby loves this teether. Nice to have something different from all of the other teethers out there. The nice thing is that when she no longer wants it to vibrate, she still has fun the with handle the spins. Great product and it has lasted despite being thrown all around.
+1	My son really likes this teether.He likes the bottom as well as the vibrating side.My only issue is that it is a bit large and a bit heavy,and he tends to slam it a lot (often on my hand or leg)when I am holding him. Overall, a winner
+1	We bought multiples of these, just so we'd have them.  It vibrates while our little 9-month-old bites on it!  He never took a pacifier, but this toy is the closest thing--sometimes when he's screaming, this toy is the only thing that'll calm him down.  So glad we found it.  Definitely worth the money.
+1	This is one of my twin sons favorite teethers, but they are only six months old and right now it is too heavy for them to hold by themselves, so we have to sit and hold it in their mouths for them.  This is not a huge deal, and I'm sure in another month or so they will be able to manage, but I just wanted to let other parents know that this is not something you can just hand your baby.  Having said that, when we do hold it for them, they love it and want to gnaw on it for at least 15 minutes or so.  Also, it is different from other teethers in that when they are done using it, they don't seem like they are still in pain and need to go gnaw on something else.  They actually seem like they feel better, so we are able to give them less ibuprofen which I feel is really a good thing.
+1	Our teething baby absolutely loved loved this product and would seek it out to sooth his sore gums.  Its lasted a year now with no issue or wear and tear.
+1	A favorite in our house!
-1	I had this very teether for my twin boys 8 years ago and they absolutely loved it.  So, when my new baby started teething, I sought out the same teether.  I was surprised when it arrived and the packaging stated that the product is, "safety tested" for BPA, lead, and phthalates.  It does not state ANYWHERE on the package that it is BPA free.  As a former regulator (of medical devices) I am very sensitive about company labeling and statements.  Perhaps too much so.  But, I would rather err on the side of caution where my child is concerned, and the lack of clear "BPA free" labeling on this product gives me pause.  Specifically, when they test it for BPA, lead, and phthalates, is there an acceptable amount allowed?!  If not, why wouldn't the company simply label the product as BPA, lead, and phthalate free?Eight years ago, when I gave this toy to my sons, no one had ever heard of BPA.  My boys put all manner of plastic toys in their mouths, and I'm sure it was all riddled with BPA.  But, in this day and age, when BPA is strongly suspected of being dangerous, I cannot in good conscience allow my new baby to chew on anything that MAY contain it.  And, though someone on this site indicated that a representative from the company TOLD them it was BPA free, I'm still skeptical.  Again, why not label it as such?  Most companies proudly label their products with that simple language that cannot be confused.
+1	My daughter is 6 mo and loves these. No funky smell, bpa free. Just dont kneel in them! The star has rounded edges. So far so good.
+1	My daughter loves this and it keeps her happy for a long time.  It is also very easy to wash to keep clean as well.
-1	This would have been an ok teething necklace if it weren't for the Star bead. As another reviewer pointed out, if your child chews on the pointy edge of the star it can be very painful. I have thrown this necklace out after having to pull off the road last week when my child screamed suddenly in the back of the car and was then crying hysterically.
+1	I was skeptical at first about 'babywearing', I tried it once as a joke with this sling that was given to me and fell in love. It was one of the only places besides the breast that my daughter would fall asleep consistently for the fist 4 months or so.  So I agree with other mothers who say that you have to give it a chance to grow on you. It may seem strange or uncomfortable at first but I still use my sling with my daughter and she's 18 months now. She sits on my hip and watches me do the dishes or fold laundry. Hands free is the way to be!The sling I was given was a bit large for me, and I'm not a tiny person 5'3'' 135lbs. Although it was adjustable I think for my next child I'll try a sling that comes in sizes.
+1	My son loves this.  He likes the &quot;kangaroo&quot; position best. He was actually crying the first time we put him in it this way, and stopped immediately.  DEFINITELY make sure the one you buy comes with the video, though.  At our Babies R Us many were just in plastic bags (returns?) without the book and video.  They are a must.  The usual type carriers which have baby putting all their weight on their pelvic bone aren't good for their developing bones.  Slings keep the baby in more natural positions.
+1	fitted co-sleeper sheet, exactly like the one that came with the original bed. no shrinking in wash. shipped fast. will again in other colors.
+1	The color is a close match. It is a good quality sheet. I would recommend to anyone who purchased the co-sleeper so you can change the sheet after spit ups
+1	it's bright and colorful, and is great for babies who are starting to reach for things. i don't think it was worth $15 though. it's not the most durable stroller toy i've seen, but it's cute.
+1	my daughter loves this for the past four months (she is 9 months now).  Still will play with it.  only reason i didn't give it a five star was that the food cup in the bug comes off way too easily.
-1	I received this as a gift, unforutnately it didn't fit on our stroller (pretty standard Graco Travel System) or on our carseat (either our Grace or our Marathon) and so it was pretty useless.
+1	This is a fantastic product. It has a lot of room to store the dirty diapers, and yet there is little to no smell. You know when it's full because the plunger won't go down all the way, and you can't return the handle to the other position. When you take the garbage bag out, you can tell just how much smell you'd be in for with any other container. I also like that you can use whatever garbage bags you want with this, instead of having to buy special ones. A good buy.
+1	Turned out to be a total stink bomb. Read my new review.  It absolutely reeks after 16 months.  Amazon will not let me alter the star rating or it would be only one starDo NOT BUY THIS PIECE OF JUNK.  It WILL STINK TERRIBLY in a little over a year because they put a foam and cloth gasket (porous) to keep the stink in.  Not a good design.[for laughs, I will leave the old review here]We originally got the diaper champ because it was a locking container that could accomodate cloth diapers.  We didn't end up cloth diapering after all, but feel fortunate to have gotten the champ.Reasons we love the champ:*1) Cost- no specialized (expensive) bags.  This takes any mid-sized household trash bag.*2) Effectively controls odors.  We've put some really eye-watering, throat gagging diapers into this contraption and the smell doesn't sneak out- even over time.  However, sometimes you have to brace yourself before opening the cover and tying off the bag.  That smell can bowl you over.*3) Easy enough for visitors to use- too difficult for them to play with.  Many of the "grown-ups" in my world can't help but tinker with whatever new items are placed before them.  I'm thrilled they can't figure out how to open the DC.  As it emits a powerful odor when the lid is opened, I'm happy they can't figure it out.  I think this lid will confound any toddler, but it's really simple for parents once you get the concept down.I just wish it could empty its own "payload."  I'll definitely be first in line for the Diaper Champ robot.
+1	I love the Diaper Champ!  I have no problems with odor at all.  And you don't have to buy or use special, expensive bags!  Any trash bag will work and it's great.  I like the odor shield bags and they work like a charm.  Easy to use one handed!!  Perfect for the nursery or any room in the house where baby is changed.
-1	I bought this primarily because it takes regular trash bags, we used it the way it's supposed to be used for the first couple of days but quickly discovered that as the pail gets full the dropping mechanism gets stuck forcing you to clean out the mechanism whenever it's time to change the pail, and it's one more thing to wipe down if a diaper gets too messy.  Also, my husband would load the diaper into the top but routinely forget to flip it over to dump the dirty diaper.  Now I lift the whole lid and toss the diaper in, this allows me to keep tabs on how full it's getting and squeeze in a few extra that the mechanism wouldn't have allowed... and still trap the smell!  Of course this negates the cool mechanism and makes it a plastic trash can with a tight lid, something I could have bought for cheaper.
+1	Diaper Champ is great.  But just to let you know that I've been breastfeeding and the poop doesn't stink as much as formula poop.  So I can't tell you if Diaper Champ will be as good at containing the formula generated poop smell, but it's excellent at containing the smell of poop of my breastfed baby!
+1	It makes so much more sense to just use regular kitchen trash bags, more cost effective. It is easier to use. There were no smell problems AT ALL until about 18months - 2years old, well "hello - diet change produces stinkier diapers". Makes sense. . but still use it for wet diapers. Hopefully potty training will happen soon! :)The only down-side, is that babysitters are so "diaper genieized" they pop off the side handle trying to do it the wrong way. But the good side is, it is easy to pop back on.The diaper champ is really durable. I highly recommend it to anyone!
+1	I've had this diaper pail for 3 years now, and it's been through 2 kids (both in diapers for 18 months of that!).  I love this diaper pail! My favorite feature is that it doesn't require special refills--it can use any trash bag (we just use a tall kitchen trash bag).  My 3 1/2 year old still hasn't figured out how to open it, but it's easy enough for me to open quickly.  The only times I have had a problem with odors is if too many diapers are stuffed into the pail.  Even then, these odors can be minimized with a bit of baking soda sprinkled in the bottom of the pail.Although I debate the necessity of ANY diaper pail, this one receives 5 stars from me!
+1	Works great! NO smells and holds lot of diapers. Uses standard kitchen bags! What a great product!
+1	We've used this diaper pail for 16 months now and smell never escapes from it (except when we open it to change the bag). We use plastic trash bags from Target, we pay I think $4 for 100 bags. It's a deal and works great. I could not imagine a diaper pail that would work better than this one.
+1	I love these pails so much that we have two of them doing diaper duty!! It's odorless, effortless, and holds many diapers!  I also like the fact that you do not have to buy special bags for it and can use ordinary trash bags. A great invention!!
+1	I have three children.  For my first I had a diaper genie which was not only costly with the refills but it was also very stinky. I would not recommend buying that one.  My second child I didn't get any.  Now for our third child I saw the Diaper Champ and figured why not register for it and try it out.  I have to say that I am very happy with it so far. I did dump a little deoderizer tablet in it. I am happy with the fact that I can use any bag in there and dont' have to pay out the nose for replacements.  It's also so easy to use and holds a great deal of diapers.  I haven't noticed any seepage of smells.I would recommend it over the others on the market.
+1	This diaper pail has NO ODOR and is the perfect size.  I use normal 10-gallon trash bags from Target.  No complaints at all!  Very easy to use and seriously, you do not smell any poopy diapers!
+1	I highly recommend this product for several reasons:1) You do not have to buy bag refills.  You can use regular trash bags which cuts down on additional spending.  The trash bag is also very easy to take out and to put in.2) Traps in stinky diaper odor.  We have never had a problem with the smell escaping.3) Easy to use.  You just put the diaper into the slot and turn the handle, the plunger pushes the diaper into the bag.
+1	At only 3 weeks old, my son goes through about a dozen diapers a day.  We have the diaper champ in his bedroom and it's been great so far.  (We'll see once he switches to solid food and his diapers are a bit more stinky!)  It's so easy to use and you don't have to buy the special bags.  We've used kitchen trash bags as well as large plastic shopping bags like the kind you get at babies r us.  One recommendation - get a can of Lysol and spray the diaper champ down when you change the bag.  Overall, I love this diaper pail and would buy it again in a hearbeat!
+1	My biggest concern was would this truly control the odor and yes it did...dirty diapes and soaked diapers.....I only noticed an odor one time and that was because I did not close thelid when I changed out the bag. No need for deodorizers.I use the regular kitchen trash bags and it is so easy to empty...even did while daughter sleep and no noise! I use the scented bags and even if I don't no smell! This holds alot and does not take up alot of space.
+1	I had checked into all of the pails before I had my little girl.  I heard great things about all of them, but wanted what would be most cost effective for us.  When we decided on the diaper champ, we won!1.  No refills to every buy.  you can use a standard trash bag and you don't have to spend the extra money for those refills.2.  I empty mine once a week on trash day and it is full.  However, there is never a smell eminating from my champ.3.  No stinky smells in my home.  Even though my daughter is only 2 months old, she has some of THE stinkiest diapers I have ever smelt!  But, there has never been any leakage of smell and it does not stink when I open it to change it.4.  I clean it every other week with Clorox wipes and they keep it nice and fresh.  Since those stinky diapers camp out in there for a week, it needs to be freshened up every now and then.Verdict:Get the champ....it will save you tons in the long run!!!
+1	you can use any ol' bag with this. go to the dollar store and get some of those kitchen bags. they fit it perfectly. you put the diaper in the hold in the top, turn the handle, and pop. byebye poopy diaper! it can hold quite a few. we only need to change the bag once a week. it really does hide the smell. the diaper champ is the best!
+1	The diaper champ is such a great product.  I keep it in my baby's bedroom in a corner and it has never produced any foul odors.  I love that I can use regular trash bags with it.  I only have to empty the bag once every 2 weeks (since most of the diaper changes happen downstairs).  But, even going that long, it does not smell.  I would never use one that required refills, what is the sense in that when this one works perfectly?!
+1	I love my Diaper Champ. My son is 3 months old and we have had a great experience with it. It's simple to use and is cost efficient. The biggest plus to this diaper pail is that you can use any plastic bag you want. As far as some people saying it smells, I haven't had a problem. Once a week I soak it with Lysol and water to keep germs away. I highly recommed this product if you want a clean, simple, and convenient diaper pail!
+1	I love this product.  The only reason I didn't give it 5 stars is b/c I use cloth diapers and diaper covers, and it doesn't have a whole lot of room for this type of diapers.  It lasts me about 2 days.... 3 if I really stretch it.It has no odor, other than when you open it, but that is inevitable.Infact, the Babies R Us in my area uses this product in their &quot;mother's room&quot;.  That seems to say alot!And the best part is that its cheapest over the long run... no special bags to buy... what a pain that seems to me.  I use plain old garbage bags... or even very large shopping bags.Great product.
+1	I agree it's better than the genie.  I own the genie and served us well.  But when I had the chance to use this product at Babies R Us store, I was so impressed.  It's very easy to use, and it seals out the odor as well.  I wanted to get this for our use, but my genie is still in good use.  Too bad, the champ came late, or we should have gotten this instead.
+1	I used to live in an apartment basement with NO WINDOWS and this 'stroke of genius' diaper champ did not smell at all! I ended up not even having to wash out the inside until 4mnths later! Sounds gross I know but that's how awesome it really is! AND it's super easy to use and you don't have to buy bag refills. Need I say more?
+1	What I liked:  Contained the smell.  Ease of use.  Takes regular garbage bags (saves money!).  Great capacity (empty it out once in 7 days or so). Sturdy. Easy to clean - I wipe it down with Clorox wipes.What I didn't like: Not especially good-looking and at times the lid gets stuck in a certain position (could just be a problem with mine) hence the four stars.Would buy again though and do recommend it. (I have used the Diaper Genie at a friend's place - didn't like it).
+1	We orignially registered for and received the Diaper Genie and had problems with it from the day our son came home from the hospital.  When he was three days old my husband took it back to the the store and announced that he was coming home with the Diaper Champ.  We LOVE it!!!  The fact that it uses regular garbage bags is a huge advantage and we have never had any problems with the smell. . .impressive considering some of the dirty diapers I have seen my son produce.  He is now six months old and the Champ works as well as it did when we purchased it.  In addition, it's very easy to use.  Just flip the handle and the diapers fall through to the bag.  Couldn't be simpler.  We love this product so much that when I see people at the store looking at the Diaper Genie vs. the Champ I will go up to them and tell them to select the Diaper Champ.
+1	It holds odors pretty well. Its great to be able to use any kind of trash bag you want with it. I do admit, older children's diapers are a bit too stinky in the diaper champ, but I never said this product was a miracle worker. I'm really happy with it and would recommend it to all of my friends and family.
+1	Diaper Champ works great! You can use your regular garbarge bags with it. No need to buy re-fills.
+1	I love this diaper pail...you can use any trash bags...I like the variety that are colored and scented for a nice touch! It's so easy to use. I didn't have any problems with odors til my daughter got older than 12 months. Once she started eating more "real" foods, her diapers became much smellier. She's now 19 months and the Champ is still a Champ. We empty it a little more frequently now than we used to because of her smellier diapers, but I think it's a great product!
+1	It is so easy to use. You never have to change any cartridges and you can use an ordinary garbage bag. I love it and we have never had any smell escape from it.
+1	Easy to use, easy to clean, cheaper to use, not bad-looking either. Any plastic shopping bag will work in this diaper pail. The only con is that it can be tough to open until you get the hang of it. But it will certainly be an even greater challenge for your child to open!
+1	This is a fine product and I am happy with it.  I clean it weekly and since my daughter is on formula now, I never put poop diapers in it and therefore it never smells bad.  My favorite thing is that you can use any plastic sack store bag.  My only complain is that the part that you hook the bags to doesn't connect to anything to hold it up when cleaning.
+1	OK - my husband used to leave restaraunts when a couple with a baby in a diaper came in, but he doesn't even mind emptying the Diaper Champ at all.  (I know that's mostly because he's responsibile for those diapers now, but it's still a great product!)  We have NEVER noticed a diaper odor anywhere, not even while replacing the bag.Every time one of my husband's friends' wives gets pregnant, my husband buys the guy the Diaper Champ, AND THEY ALL LOVE IT!We have much less diaper odor than my firends with same-age babies have with Diaper Genie.  Also, they say that when you change bags in Diaper Genie, the stench is unbearable.  There isn't a bag-changing smell with Diaper Champ, because the diapers do get some air when the top is flipped to add a diaper.  Aerobic decomposition smells better than anaerobic decomposition, and whatever is going on in there, you smell it when you change bags.We do empty it twice a week (it gets full that often, anyway).It did get stuck a couple of times when it was WAY TOO FULL.  Letting it get too full and leaving it too long may contribute to odor issues, too.Not having to buy special bags saves us lots of time, hassle, and money.I do have one friend who "retired" hers to the back porch because of odor.  Her daughter was nearly two years old by then, and the contents of her diapers are a lot different from the contents of an infant's diapers.
